place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,ground_truth,is_tie,vote_breakdown
Coffee Project Mintal,3,coffee,"Really Hoping in 2023, your coffee will be as good as your ambiance.",Ambiance and Atmosphere,POSITIVE,False,,,
Green Matcha PH,1,matcha,"Pangit ang lighting nila, murag naa sa peryahan sa sobrang dim.",Ambiance and Atmosphere,NEGATIVE,True,,,
Floury Cafe,3,matcha,"The place itself is really nice and has a good ambiance, more ideal for groups since the tables are quite big, not so much for just one or …",Ambiance and Atmosphere,POSITIVE,False,,,
Poblacion Brews,2,coffee,Daghan lang aesthetic plants pero huot kaayo ang agianan.,Ambiance and Atmosphere,NEGATIVE,True,,,
Ecoland Cafe,1,coffee,"Aesthetic man pero init kaayo, way gamit ilang fans.",Ambiance and Atmosphere,NEGATIVE,True,,,
The Glasshouse,1,coffee,"Way lami ang playlist nila, maka duka paminawon.",Ambiance and Atmosphere,NEGATIVE,True,,,
Green Bread - Matina,3,coffee,"Place is unique, nice ambiance.",Ambiance and Atmosphere,POSITIVE,False,,,
KISOM Atelier,3,matcha,It ruins the ambiance of an otherwise lovely place.,Ambiance and Atmosphere,NEGATIVE,False,,,
Daleachious Cafe - Buhangin Branch,3,coffee,"The Wi-Fi is reliable and fast, which makes it a highly productive environment for students and professionals alike.However, the atmosphere can be a bit of a gamble.",Ambiance and Atmosphere,NEGATIVE,False,,,
Koffiepauze,3,matcha,Relaxing ambiance,Ambiance and Atmosphere,POSITIVE,False,,,
Yukiss Cafe and KTV,1,coffee,"Pros: Beautiful aesthetic, polite doorman, and polite young male staff.",Ambiance and Atmosphere,POSITIVE,False,,,
JH Garden Cafe and Restaurant Matina,3,coffee,Probably will come back there for a morning coffee and chill since the place has a nice ambiance.,Ambiance and Atmosphere,POSITIVE,False,,,
Cafe Demitasse,3,coffee,"good food, nice ambiance.",Ambiance and Atmosphere,POSITIVE,False,,,
Brewed Obrero,2,coffee,Suffocating kay wala silay proper ventilation sa kusina.,Ambiance and Atmosphere,NEGATIVE,True,,,
Coffee at Yellow Hauz,1,coffee,The food and the atmosphere at your establishment are commendable.,Ambiance and Atmosphere,POSITIVE,False,,,
Dopio Café,2,coffee,"Now 86(no more, sadly) was once the best experience you can have in toril at the moment for a really nice chill place to relax.",Ambiance and Atmosphere,POSITIVE,False,,,
PICKUP COFFEE - Davao Finance Center,1,coffee,"We went last Aug. 7 around 3pm, the girl with hair above her shoulder, don't know her name, so unprofessional, she enjoys her kpop music more than the customers, also forgot our change, good thing my friend remembered, gosh!",Ambiance and Atmosphere,NEGATIVE,False,,,
Aesthetic Beans,2,coffee,"Puro aesthetic ra ni, dili conducive for remote work gyud.",Ambiance and Atmosphere,NEGATIVE,True,,,
Green Coffee - Marfori,3,coffee,"Overall, it's the entirety of the place that keeps me coming back to basically chill and hangout.",Ambiance and Atmosphere,POSITIVE,False,,,
Dear Joe Frontera,3,coffee,"I really loved the overall setup, aesthetic, and cleanliness of this place.",Ambiance and Atmosphere,POSITIVE,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,1,coffee,"While the aesthetic ambiance is inviting, customer service needs improvement.",Ambiance and Atmosphere,POSITIVE,False,,,
Mori & Mill,2,coffee,atmosphere: parking is awful.,Ambiance and Atmosphere,NEGATIVE,False,,,
Lately Coffee,3,coffee,"Great Late-Night Spot with a Cozy Vibe If you're looking for a place to grab a drink after the usual cafe hours, Lately Coffee is a solid option.",Ambiance and Atmosphere,POSITIVE,False,,,
Matcha Loco,1,matcha,Aesthetic daw pero hugaw ang tables ug init.,Ambiance and Atmosphere,NEGATIVE,True,,,
Kotetsu by Wood and Coffee,3,coffee,"During my visit around 9 p.m. (close to closing time), it wasn't crowded at all, which made for a relaxed atmosphere.",Ambiance and Atmosphere,POSITIVE,False,,,
Brewed Obrero,2,coffee,Puro aesthetic pero fail sa comfort and temperature.,Ambiance and Atmosphere,NEGATIVE,True,,,
The Glasshouse,2,coffee,"Saba ang dalan, wala silay proper sound insulation.",Ambiance and Atmosphere,NEGATIVE,True,,,
Cafe Demitasse,3,coffee,It can get quite noisy too.,Ambiance and Atmosphere,NEGATIVE,False,,,
Coffeecat,2,coffee,This place has the ambiance of a McDonald's and as you would expect families taking huge blocks of the comfortable seating that exist.,Ambiance and Atmosphere,NEGATIVE,False,,,
Barok Cafe and Resto,2,coffee,"Crème Brulee Cake - P200.00 San Rival Cake - P190.00 Barok Vanilla 10oz - P170.00 I am not sure if I wanted to come back since I did not like the vibe, it was just too loud for my liking.",Ambiance and Atmosphere,NEGATIVE,False,,,
Ecoland Cafe,1,coffee,Pangit ang vibe kay ga share kag table sa sobra ka huot.,Ambiance and Atmosphere,NEGATIVE,True,,,
Starbucks - SM City Davao,3,coffee,"This Starbucks branch is usually a bit cramped and crowded making it sometimes hard to find an immediate available seat or table to chill, given that it is located in a mall.",Ambiance and Atmosphere,NEGATIVE,False,,,
Matcha Vibes,1,matcha,"Bati ilang playlist, maka wala og gana mag stay.",Ambiance and Atmosphere,NEGATIVE,True,,,
Aesthetic Beans,2,coffee,Puro aesthetic pero murag sauna ang kainit sa sulod!,Ambiance and Atmosphere,NEGATIVE,True,,,
Matcha Vibes,1,matcha,"Dili chill ang ambiance, pirmi nagdali ang mga tao.",Ambiance and Atmosphere,NEGATIVE,True,,,
Brew Lane Café,3,coffee,"Brew Lane Cafe is a great spot to chill, especially with friends.",Ambiance and Atmosphere,POSITIVE,False,,,
Slate Coffee + Deli,1,coffee,Love the vibe and the food but how are you not open 20 minutes past your opening time?,Ambiance and Atmosphere,POSITIVE,False,,,
The Secret Garden Cafe,3,coffee,Chill place.,Ambiance and Atmosphere,POSITIVE,False,,,
Matcha Loco,1,matcha,Puro aesthetic display pero ang ambiance murag fast food chain ka saba.,Ambiance and Atmosphere,NEGATIVE,True,,,
Floury Cafe,3,matcha,Nice space and ambiance but it can get noisy if there are a lot of people.,Ambiance and Atmosphere,POSITIVE,False,,,
Barok Cafe and Resto,3,coffee,"That said, I really appreciated the ambiance of the place.",Ambiance and Atmosphere,POSITIVE,False,,,
Vibes Cafe,1,coffee,Saba ang nag dula ug mobile legends sa pikas table.,Ambiance and Atmosphere,NEGATIVE,True,,,
The Coffee Bar at GMall of Davao,1,coffee,Not fit for chill and relax.,Ambiance and Atmosphere,NEGATIVE,False,,,
Es.cafe,2,coffee,"The food, service, and atmosphere are all solid B's.",Ambiance and Atmosphere,NEUTRAL,False,,,
Matcha Point,1,matcha,Saba ang mga istudyante na naga dula og cards sa pikas table.,Ambiance and Atmosphere,NEGATIVE,True,,,
Paramount Coffee Crocodile Park Davao,2,coffee,"the drinks were delicious, and the ambiance was great including the staff but I found an insect sa cream ng iced creamy latte ko :/ hope they pay attention next time to the drinks they give out",Ambiance and Atmosphere,POSITIVE,False,,,
Vibes Cafe,2,coffee,"Daghan kayg lamok sa ilang al fresco area, grabe!",Ambiance and Atmosphere,NEGATIVE,True,,,
Coffee By The Way,1,coffee,"But the place is aesthetic, you go home with nice pics.",Ambiance and Atmosphere,POSITIVE,False,,,
Brewed Obrero,2,coffee,"Ang baho sa gawas musulod, makawala sa kape vibe.",Ambiance and Atmosphere,NEGATIVE,True,,,
Poblacion Brews,2,coffee,"Guba ilang suga ga flicker-flicker, sakit sa mata mag tuon.",Ambiance and Atmosphere,NEGATIVE,True,,,
The Crazy Bite Co. Sky Cafe,2,coffee,Ambiance is nice but their food is blah lol,Ambiance and Atmosphere,POSITIVE,False,,,
The Bloom Coffee & Start-Up Space,2,coffee,The ambiance was nice pero the only problem is that they served our food almost 2hrs.,Ambiance and Atmosphere,POSITIVE,False,,,
Matcha Point,1,matcha,"Wa silay music, madungog nimo chika sa tanan table, super awkward.",Ambiance and Atmosphere,NEGATIVE,True,,,
Dunkin' Donuts- C. P. Garcia Highway,3,coffee,The place itself is also fine and aesthetic.,Ambiance and Atmosphere,POSITIVE,False,,,
Brewed Obrero,2,coffee,"Way privacy, makadungog naka sa chika sa pikas table.",Ambiance and Atmosphere,NEGATIVE,True,,,
Green Coffee - Diversion,1,coffee,Atmosphere is great for working and studying.,Ambiance and Atmosphere,POSITIVE,False,,,
Ecoland Cafe,1,coffee,PURO PA AESTHETIC pero baho man og abog sa sulod.,Ambiance and Atmosphere,NEGATIVE,True,,,
Floury Cafe,3,matcha,"While the place is clean and has a pleasant ambiance, the food quality unfortunately doesn't live up to the setting.",Ambiance and Atmosphere,POSITIVE,False,,,
Brew Lane Café,3,coffee,What I really love about this place is the relaxed atmosphere.,Ambiance and Atmosphere,POSITIVE,False,,,
Vibes Cafe,1,coffee,Alimuot kaayo kay sigeg abli-sira ang ilang main door.,Ambiance and Atmosphere,NEGATIVE,True,,,
Matcha Masa,2,matcha,"Sakit sa mata ilang suga, murag operating room sa clinic. Dili man lang i-adjust aron relaxing ang palibot.",Ambiance and Atmosphere,NEGATIVE,True,,,
Starbucks - SM City Davao,2,coffee,"Crowded, noisy, and expensive",Ambiance and Atmosphere,NEGATIVE,False,,,
Cafe Julieta,3,coffee,The ambiance is amazing but they should add more to their menu considering that they make tasty food.,Ambiance and Atmosphere,POSITIVE,False,,,
Thirty Third Café,3,coffee,"It used to be a nice café where you could chill, read a book, enjoy your drink in a calm and relaxing atmosphere but not anymore.",Ambiance and Atmosphere,NEGATIVE,False,,,
Space-Arabica,3,coffee,Ambiance is good but the arrangement of the upper floor makes every movement seem noisier than it is and disrupts other cx.,Ambiance and Atmosphere,NEGATIVE,False,,,
Dunkin’ Phoenix Drive Thru,3,coffee,"Of all the times I've ordered, about 50% of the time, the staff gets it wrong and packs the wrong donut(s).",Customer Service,NEGATIVE,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,"If there was only one kitchen staff member and they were new, shouldn't the dishes have at least been prepared and served chronologically based on when orders were placed?",Customer Service,NEGATIVE,False,,,
Starbucks - Abreeza Mall,2,coffee,So we got the attention of the crew then she traced and viola!,Customer Service,POSITIVE,False,,,
Seattle's Best Coffee,3,coffee,"Has only 1 cashier resulting in a very long queue and long waiting for order(s) Lots of space, cold aircon, and clean comfort rooms.",Customer Service,NEGATIVE,False,,,
Dunkin’ | Gaisano Mall of Davao,2,coffee,Super rude cashier named AIRA!!!!,Customer Service,NEGATIVE,False,,,
Barok Cafe and Resto,1,coffee,I hope they can improve their serving time because the overall dining experience would be much better with faster service.,Customer Service,NEGATIVE,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,2,coffee,Than realizing that you already secured your tip by including service charge is terrible etiquette in my opinion.,Customer Service,NEGATIVE,False,,,
Brew and Cinnamon Cafe,2,coffee,"Still welcome the idea of a second visit — hopefully, better service/staff attitude and improved food taste.",Customer Service,NEGATIVE,False,,,
Lately Coffee,3,coffee,A little more focus on customer service would go a long way.,Customer Service,NEGATIVE,False,,,
We Got Cha! - Mintal,3,coffee,I almost pass out when they used a very strong kind of Clorox agent... You can cry inside the cafe when the staff put it in the toilet.,Customer Service,NEGATIVE,False,,,
Annipie - SM Lanang,1,coffee,"I love Annipie's food specially carbonara but the service here, in such a small restaurant is a mess.",Customer Service,NEGATIVE,False,,,
Dunkin’ - SM Lanang,1,coffee,Basic customer service etiquette dictates that staff should be mindful of patrons while they are still enjoying their meal.,Customer Service,NEGATIVE,False,,,
Wood and Coffee Davao,2,coffee,"Pero, ang ironic lang that a place designed with nature vibes isn't environmentally friendly.",Customer Service,NEGATIVE,False,,,
PICKUP COFFEE - Felcris Centrale,1,coffee,The coffee is great but customer service is zero its sad that no option to put zero star in service.,Customer Service,NEGATIVE,False,,,
HYGGE COFFEE 2,1,coffee,We informed the staff politely and they told us they would fix it within 5 minutes.,Customer Service,NEUTRAL,False,,,
Cafe Tadeo,2,coffee,"It's always during the EARLIEST TIME of the day when staff are NOT ALERT/unattentive that I usually see warning signs…..Flat white and Bangsilog was just……..If I'm coming back well, you know the answer….",Customer Service,NEGATIVE,False,,,
Coffee at Yellow Hauz,1,coffee,"This is what happened: after I parked my scooter in a designated spot, a customer rudely suggested to the crew that it should be thrown into a canal!",Customer Service,NEUTRAL,False,,,
Kiks Davao,1,coffee,"A beautiful space can attract people, but good customer service and customer comfort are what make them want to come back.",Customer Service,NEGATIVE,False,,,
ZeusX Esports and Cafe,1,coffee,"On the other hand, I appreciate the male staff who was there at the time—his approach was much more respectful and understanding.",Customer Service,POSITIVE,False,,,
Paramount Coffee Crocodile Park Davao,2,coffee,"Food: Decent but overpriced Service: Expect to wait 90+ minutes on a Sunday Atmosphere: Sit outside adjacent to 3 carparks surrounding you and breathe in the carbon monoxide from the idle viechles as you sit wishing for your food to arrive for 90+ minutes, simply hoping it would arrive so you can get out of here already.",Customer Service,NEGATIVE,False,,,
Kove,3,coffee,Why not put the menu inside so that it's not too hassle for your customers and your staff assigned outside?,Customer Service,NEGATIVE,False,,,
Seattle's Best Coffee,1,coffee,i waited more than 30 minutes waiting in line just to order a drink while there's staff refilling already filled paper cup dispensers.,Customer Service,NEGATIVE,False,,,
Cinnabon SM Lanang Davao,3,coffee,Would it hurt for its crew for a smile not a frown.,Customer Service,NEGATIVE,False,,,
PICKUP COFFEE - Gaisano Mall of Davao,2,coffee,"Now, I don't really have a problem with how much the cost was, but rather how your employee, specifically your CASHIER handled the situation.",Customer Service,NEGATIVE,False,,,
HYGGE COFFEE 2,1,coffee,Is that how your staff should behave?!!,Customer Service,NEGATIVE,False,,,
Green Coffee - Marfori,3,coffee,Kind staff Good place to study and chill for an exted period of time.,Customer Service,POSITIVE,False,,,
Seattle's Best Coffee,1,coffee,"The food would have been delicious but the ""SERVICE"" we've waited almost 2 hours for the Drinks only hahahaha worst!",Customer Service,NEGATIVE,False,,,
LASA DAVAO,3,coffee,Having a running inventory would have saved both sides (me and the cashier) the trouble.,Customer Service,NEGATIVE,False,,,
The Coffee Bar at GMall of Davao,1,coffee,"First, the cashier S****** told us that the serving time of our orders, iced matcha latte and iced caramel latte will take 1 hour and 30 mins, we were confused why but we chose to understand so we did not really mind it.",Customer Service,NEGATIVE,False,,,
Steep Kohi,1,coffee,"If you're wondering why the quality of the drinks and service here has steeply declined, it's because the creative force behind this cafe's previous success has moved on.",Customer Service,NEGATIVE,False,,,
Chatime - SM Ecoland Davao,2,coffee,"personally rated this 2 stars only because of poor costumer service, the lady on duty wed. Jan.22, 5pm is not courteous, and gave us a wrong tea order., I told her nxt time listen to the order...the owner should talk to this not so courteous employee.",Customer Service,NEGATIVE,False,,,
Finca,1,coffee,it wouldn't be a very bad experience if the staff was nice,Customer Service,NEGATIVE,False,,,
Krispy Kreme Doughnuts® - SM Lanang,2,coffee,you'd get better service at a busy jollibee.,Customer Service,NEGATIVE,False,,,
AtCurbside,1,coffee,"the barista then looked at me and said ""dito lang po sir for payment"" referring to the front of the line.",Customer Service,NEUTRAL,False,,,
Seattle's Best Coffee,1,coffee,Kitchen staff and bar staff is very overwhelmed and unterstaffed even the place is not 100% capacity,Customer Service,NEGATIVE,False,,,
Barok Cafe & Resto,1,coffee,NOT RECOMMENDED for the service and WiFi policy.,Customer Service,NEGATIVE,False,,,
Mori & Mill,1,coffee,"Finally the table that was ""assigned"" to us was vacant, THEN THE STAFF TOOK ALMOST 20 MINS TO CLEAN ONE TABLE.",Customer Service,NEGATIVE,False,,,
