place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
RE-Ground Coffee & Cafe,5,coffee,"The ambiance is so good and so relaxing, you'll suddenly become kinda nature lover while sippin' your fave done coffee.",Ambiance and Atmosphere,,False
IDK cafe PH,5,coffee,"The vibe is cozy, the service is great, and the drinks?",Ambiance and Atmosphere,,False
Starbucks - Matina IT Park,5,coffee,"Also, there is no queuing and super friendly staff with the bonus of lots of comfortable seating too, maybe 20 plus on the ground floor, but 60 plus upstairs too!!!",Customer Service,,False
Cafe Julieta,4,coffee,This place is perfect for dinner with friends or family or just a catching up session over a cup of tea and a slice of your favorite cake.,Product Quality,,False
KOFI GRAM-BAJADA,5,coffee,"The quality of their food and drinks is speechless, plus the cleanliness and the vibe of this cafe is so good.",Ambiance and Atmosphere,,False
The Crazy Bite Co. Sky Cafe,3,coffee,"The serving of food takes too long, about 30 minutes.",Product Quality,,False
"The Coffee Bar, Gaisano Mall of Toril",4,coffee,The atmosphere is very nice and aesthetic design.,Ambiance and Atmosphere,,False
MYLK Cafe,5,matcha,Accommodating during our time,Customer Service,,False
Green Coffee - Ecoland,5,coffee,"If you want to be somewhere quite but still within the city and enjoy your coffee, this place is great.",Product Quality,,False
Purge Coffee Roaster,5,coffee,"Good coffee, good food.",Product Quality,,False
ROOFTOP Café Bar,5,coffee,Good food and service is excellent.,Customer Service,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,"Their staff is friendly and the environment is okay, so the 4 hours are worth it for a student like me.",Customer Service,,False
JAS Caffeinated,5,coffee,I found the matcha too sweet for my taste.,Product Quality,,False
Lot 38 Kape,5,coffee,"We tried the Europa, Vincent and Unicorn drinks.",Product Quality,,False
JH Garden Cafe and Restaurant Matina,5,coffee,"Overall, if you're looking for a peaceful place to unwind, enjoy good food, and spend quality time with loved ones, JH Garden Cafe is a highly recommended place.",Product Quality,,False
Cafe Demitasse,5,coffee,"Friendly and good service and most important, very good food.",Customer Service,,False
Craft Coffee,5,coffee,"food, service, and atmosphere is great.",Product Quality,,False
WKND 1970,5,coffee,Delicious and affordable  face_blowing_a_kiss  smiling_face_with_hearts  folded_hands  nice place …,Price and Value,,False
Matcha Ureshi Bar,5,matcha,Price is good.,Price and Value,,False
The Coffee Bar at GMall of Davao,1,coffee,Waiting time for two coffee orders took too long more than 30 minutes!,Product Quality,,False
The Limestone Brew,5,coffee,Spacious for customers and very affordable.,Price and Value,,False
REVEL by Confex,5,coffee,Real coffee.,Product Quality,,False
Daleachious Cafe - Buhangin Branch,1,coffee,"The coffee isn't delicious, and their customer service is terrible.",Customer Service,,False
T'Brews Cafe,5,coffee,Good food great service cozy atmosphere eyyyyy thank you so mu-,Customer Service,,False
A Little Lately,5,coffee,Try the Opalite or Matcha Cloud.,Product Quality,,False
Starbucks - SM City Davao,5,coffee,Still the best coffee to enjoy every morning  smiling_face_with_smiling_eyes,Product Quality,,False
Thirty Third Café,5,coffee,There's so much coffee shops already in town but some really tastes different.,Product Quality,,False
Whisk Davao Matcha,5,matcha,"Matcha tastes just like in Japan, cafe aosphere is great, service is friendly and great special mention to the staff Ms. Angel.",Product Quality,,False
Café de Vivré,5,coffee,A great dining experience and attentive staff get the five stars!,Customer Service,,False
Purge Coffee Roaster,5,coffee,Amaze by how much people liked their coffee and pasta!!,Product Quality,,False
The Secret Garden Cafe,5,coffee,"Music's relaxing, and they accept both cash and QR payments.",Ambiance and Atmosphere,,False
KISOM Atelier,5,matcha,Really good and quality matcha matcha experience!,Product Quality,,False
Curiore Cafe,1,coffee,"For a place that charges above-average prices, the quality and taste of the drinks simply do not justify the cost.",Product Quality,,False
Dear Joe Frontera,3,coffee,The paper cup ruins the over all experience and doesn't justify the premium price that the customers payed for their tea and coffee.,Price and Value,,False
Cafe Basilico,5,coffee,Food was very good and the service was great as well.,Product Quality,,False
Kotetsu by Wood and Coffee,4,coffee,"This coffee shop radiates a cool, artistic vibe from the moment you walk in.",Ambiance and Atmosphere,,False
The Crazy Bite Co. Sky Cafe,2,coffee,"Food was yummy but I found it too pricey, plus it took a while for it to be ready.",Product Quality,,False
Starbucks,5,coffee,Parking at the back is so good during noon time when i passed by.,Store Operations and Accessibility,,False
Dakong Balay,5,coffee,"Good food, good place, great service!!",Customer Service,,False
Glasshouse Coffee,3,coffee,Coffee was good.,Product Quality,,False
Coffee For Peace at One Oasis,2,coffee,Food and drinks a bit too expensive.,Product Quality,,False
Bru. Cafe by Chippens,2,coffee,"So, when she faced me at the counter well, as a first-time customer I usually inquire about bestsellers (drinks and food)…..",Product Quality,,False
Fourth Street Cafe,5,coffee,Staff with a quest for better coffee.,Product Quality,,False
Cafe Demitasse,5,coffee,I ordered a lot of food because I have been using Food Panda.,Product Quality,,False
Kove,1,coffee,Coffee is good.,Product Quality,,False
The Coffee Spot & Lounge,4,coffee,"Getting their attention to take order- 30mins Taking the order- 10mins serving the order of drinks- 30mins serving pizza- 50mins bill out- 30mins So if you want to cone here, be sure you are not too famished and you have the luxury to wait, also add patience.",Product Quality,,False
Coffeepaste Davao,4,coffee,The food and drinks are very budget friendly for students and it's really good.,Customer Service,,False
Coffeecat,2,coffee,Very expensive,Price and Value,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"As for the food, it was reasonably priced.",Product Quality,,False
Whisk Davao Matcha,5,matcha,"fire  red_heart  red_heart  sign_of_the_horns_light_skin_tone  saluting_face  If youre looking for a place to chill and chat, here's a great place to taste matcha and feel the cozy vibes.",Ambiance and Atmosphere,,False
Dakong Balay,5,coffee,Loved the ambiance.,Ambiance and Atmosphere,,False
Cafe Julieta,5,coffee,Excellent service.,Customer Service,,False
The Coffee Bar at GMall of Davao,5,coffee,Very friendly staff and a nice comfortable atmosphere  growing_heart,Customer Service,,False
Kafih - Davao,5,coffee,"i like the place, they used 100% Arabica for their coffee so it's a 10/10",Product Quality,,False
Annipie @ The Farm,5,coffee,relaxing ambiance  smiling_face_with_smiling_eyes  pet friendly  dog_face  delish  bread  …,Customer Service,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,"Between the food, the drinks, the atmosphere, and the staff, Starbucks delivers a complete experience.",Customer Service,,False
Blugré Coffee,4,coffee,Good coffee and pastries.,Product Quality,,False
BRGR Alley Café,5,coffee,One of the best place to relax and the food was great!,Product Quality,,False
Hola Coffee,1,coffee,So I ordered a matcha drink but was given Spanish matcha.,Product Quality,,False
Starbucks - SM City Davao,4,coffee,Comfort room is closed though.,Facilities and Amenities,,False
Aloha Kakou Neighborhood Cafe,5,coffee,The waitress was really friendly and helpful it didn't feel like they were rushing you order or suggesting something expensive.,Price and Value,,False
blank space coffee dvo,4,coffee,Place is small and there are only a few tables available,Facilities and Amenities,,False
Coffee Project Mintal,4,coffee,Totally ok food and prices,Product Quality,,False
"What If, Kape?",5,coffee,Looking for good coffee + Cozy vibe?,Ambiance and Atmosphere,,False
Starbucks,5,coffee,One notable thing that I have observed is that the kitchen and service counters are cleaner and organized compared to other branches.,Customer Service,,False
The Matcha Tokyo - SM Davao,3,matcha,Picture of food has nothing in common with the serving.,Product Quality,,False
Wood and Coffee Davao,2,coffee,"The WiFi is fast, making it a good spot to chill or get some work done.",Facilities and Amenities,,False
Vanitea Cafe,4,coffee,"I still get it if other customers are noisy, but I hope the staff is not as noisy.",Customer Service,,False
Purge Coffee Roaster,5,coffee,Great coffee,Product Quality,,False
Cafe Lujo Bakes and Brews,4,coffee,Drinks were meh.,Product Quality,,False
Coffee Hub,5,coffee,The best part: Coffee Hub's comfort room.,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"Food was good, portions were large, prices are affordable, atmosphere is comfortable, staff were very kind",Price and Value,,False
Whisk Davao Matcha,5,matcha,"The Signature Cacao was amazing, you can really taste the …",Product Quality,,False
JH Garden Cafe and Restaurant Matina,5,coffee,"Nestled by a picturesque lakeside, the café offers a refreshing escape with its cozy ambiance and stunning nature vibes that make it feel like you're dining in a peaceful oasis, right in the heart of the city.",Ambiance and Atmosphere,,False
Juice Cubi Roxas Avenue,5,coffee,"The staff are accommodating, the place follows the proper health protocols and the food is also good and the prices are reasonable",Customer Service,,False
JH Garden Cafe and Restaurant Matina,1,coffee,The food wasnt bad but it wasnt good as well.,Product Quality,,False
Lara Mia Café & Bistro,5,coffee,Food was Delicious.,Product Quality,,False
Green Coffee - Diversion,5,coffee,"The ambiance is beautiful and cozy, making it a perfect spot to relax or get some work done.",Facilities and Amenities,,False
The Crazy Bite Co. Sky Cafe,4,coffee,Super food and services,Product Quality,,False
JAS Caffeinated,5,coffee,"vibrant place, fast, and good services, nice food, fusion , .",Product Quality,,False
The Yolk Society,5,coffee,Good eggs and breakfast food nearby and hojicha,Product Quality,,False
Green Coffee - Diversion,5,coffee,The building is almost surrounded with parking spaces.,Store Operations and Accessibility,,False
Urban Grind,5,coffee,Nice place to stay for a while love their coffee and other products here ..  upside-down_face,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"Ambiance is good and the food is great, its my 2nd time btw",Ambiance and Atmosphere,,False
Evermore Cafe Davao,5,coffee,Bet the staff especially maam mich  smiling_face_with_hearts  food are 1000/10,Customer Service,,False
L Primo Cafe,5,coffee,Parking space is also limited.,Facilities and Amenities,,False
Space-Arabica,3,coffee,Coffee did not have a distinct taste to it.,Product Quality,,False
Lara Mia Café & Bistro,4,coffee,It would add more to a rustic sort of experience and elevate the atmosphere to the same level their foods have.,Ambiance and Atmosphere,,False
Fika Cafe - Lapu-Lapu,4,coffee,QR code/PW for the wifi is found at the counter….Notable service and staff attitude…Rates are proportionate with the taste and serving size of my orders…..One that is deserving of a drop in (on repeat)……,Facilities and Amenities,,False
Glasshouse Coffee,5,coffee,Relaxing ambiance...,Ambiance and Atmosphere,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,"Nice atmosphere very comfortable, cr is functional and very clean, they have free coffee -krezel",Ambiance and Atmosphere,,False
Café Prelaya by The Joaquins’ Cheesecakes,3,coffee,I dont know where they source them or im just used to arabica beans that taste like rich chocolate folded_hands  4/10 Service: very tense staff ?,Customer Service,,False
